Domain,Subdomain,Scenario,Definition,Elements,Relations
Social,Conflict and Cooperation,Competitive Dynamics and Resource Competition,"In this scenario, #Competitors engage in #CompetitiveProcesses over #ScarceResources or #DesiredOutcomes, developing #CompetitiveStrategies and demonstrating #CompetitiveAdvantages. The competition involves #RivalryDynamics and may result in #Winners and #Losers based on #PerformanceComparisons and #CompetitiveSuccess.

**Key Cognitive Principles Demonstrated:**

- **Principle 1:** Humans understand competition as contests for limited resources where superior performance leads to advantageous outcomes
- **Principle 2:** Universal: scarcity concepts, competitive motivation; Cultural: specific competitive traditions, winning/losing values
- **Principle 3:** Connects to Economic domain (resource allocation), Psychological domain (motivation), Cognitive domain (strategic thinking)",- **Competitors** (Entity): People or groups competing for resources or outcomes - **CompetitiveProcesses** (Process): Systematic contests involving rivalry and performance comparison - **ScarceResources** (Entity): Limited assets or opportunities that create competitive pressure - **DesiredOutcomes** (Entity): Valued results that competitors seek to achieve - **CompetitiveStrategies** (Process): Planned approaches to gaining competitive advantage - **CompetitiveAdvantages** (Quality): Superior capabilities or positions in competition - **RivalryDynamics** (Process): Interactive patterns of competitive behavior - **Winners** (Entity): Competitors who achieve superior outcomes - **Losers** (Entity): Competitors who achieve inferior outcomes - **PerformanceComparisons** (Process): Evaluation of relative competitive success - **CompetitiveSuccess** (Quality): Achievement of desired outcomes through superior performance,
Social,Conflict and Cooperation,Collaborative Problem-Solving and Mutual Aid,"In this scenario, #Collaborators work together on #SharedGoals through #CooperativeProcesses, pooling #CollectiveResources and #ComplementarySkills to achieve #MutualBenefits. The collaboration involves #TeamWork, #ResourceSharing, and #CoordinatedEfforts that produce #CollectiveOutcomes exceeding individual capabilities.

**Key Cognitive Principles Demonstrated:**

- **Principle 1:** Humans understand cooperation as combining efforts and resources to achieve outcomes impossible through individual action alone
- **Principle 2:** Universal: mutual aid concepts, collective benefit; Cultural: specific cooperation traditions, teamwork approaches
- **Principle 3:** Connects to Economic domain (resource pooling), Cognitive domain (collective problem-solving), Social domain (group coordination)",- **Collaborators** (Entity): People working together toward common objectives - **SharedGoals** (Entity): Common objectives that unite collaborative efforts - **CooperativeProcesses** (Process): Systematic approaches to working together - **CollectiveResources** (Entity): Combined assets and capabilities of group members - **ComplementarySkills** (Entity): Different abilities that enhance group effectiveness - **MutualBenefits** (Entity): Advantages gained by all participants through cooperation - **TeamWork** (Process): Coordinated group effort toward shared objectives - **ResourceSharing** (Process): Distribution of assets and capabilities among collaborators - **CoordinatedEfforts** (Process): Synchronized activities directed toward common goals - **CollectiveOutcomes** (Entity): Results achieved through combined group effort,
Social,Conflict and Cooperation,Conflict Resolution and Peace-Making,"In this scenario, a #Mediator helps #ConflictingParties resolve #SocialConflicts through #ConflictResolutionProcesses, facilitating #Negotiation and #CompromiseSolutions. The mediator manages #DisputeResolution by promoting #MutualUnderstanding and achieving #PeacefulOutcomes that address #UnderlyingInterests of all parties.

**Key Cognitive Principles Demonstrated:**

- **Principle 1:** Humans understand conflicts as resolvable through systematic processes that address underlying interests and find mutually acceptable solutions
- **Principle 2:** Universal: mediation concepts, compromise solutions; Cultural: specific conflict resolution traditions, peace-making practices
- **Principle 3:** Connects to Moral domain (justice and fairness), Cognitive domain (problem-solving), Social domain (relationship repair)",- **Mediator** (Entity): Person facilitating resolution between conflicting parties - **ConflictingParties** (Entity): People or groups involved in disputes or disagreements - **SocialConflicts** (Entity): Disputes arising from incompatible goals or interests - **ConflictResolutionProcesses** (Process): Systematic approaches to resolving disputes - **Negotiation** (Process): Discussion aimed at reaching mutually acceptable agreements - **CompromiseSolutions** (Entity): Agreements involving mutual concessions - **DisputeResolution** (Process): Successful conclusion of conflicts - **MutualUnderstanding** (State): Shared comprehension of different perspectives - **PeacefulOutcomes** (Entity): Resolutions that restore harmony between parties - **UnderlyingInterests** (Entity): Fundamental needs and concerns driving conflicts,
Social,Economic and Commercial Practices,Exchange Relationships and Market Transactions,"In this scenario, a #MarketParticipant engages in #CommercialTransactions with #TradingPartners, exchanging #Goods and #Services for #MonetaryPayment or #AlternativeConsideration. The participant navigates #MarketConditions, evaluates #ValuePropositions, and completes #ExchangeAgreements based on #PriceNegotiations.

**Key Cognitive Principles Demonstrated:**

- **Principle 1:** Humans understand commerce as reciprocal exchange where value is traded between parties based on mutual agreement and perceived benefit
- **Principle 2:** Universal: reciprocity principles, value exchange; Cultural: specific trading customs, payment methods, market practices
- **Principle 3:** Connects to Social domain (reciprocal relationships), Cognitive domain (value assessment), Cultural domain (economic traditions)","- **MarketParticipant** (Entity): Person engaging in commercial exchange activities - **CommercialTransactions** (Process): Formal exchanges of goods, services, or value - **TradingPartners** (Entity): Other parties involved in commercial exchanges - **Goods** (Entity): Physical products offered for exchange - **Services** (Entity): Intangible offerings provided for compensation - **MonetaryPayment** (Entity): Financial compensation for goods or services - **AlternativeConsideration** (Entity): Non-monetary forms of payment or exchange - **MarketConditions** (State): Economic circumstances affecting exchange opportunities - **ValuePropositions** (Entity): Benefits and value offered in commercial exchanges - **ExchangeAgreements** (Entity): Formal or informal contracts governing transactions - **PriceNegotiations** (Process): Discussions to determine exchange terms",
Social,Economic and Commercial Practices,Economic Planning and Resource Management,"In this scenario, an #EconomicPlanner manages #FinancialResources through #BudgetingProcesses, making #InvestmentDecisions and #SpendingChoices to achieve #EconomicGoals. The planner assesses #FinancialRisks, tracks #ResourceAllocation, and implements #FinancialStrategies for #WealthManagement.

**Key Cognitive Principles Demonstrated:**

- **Principle 1:** Humans understand economic activity as requiring strategic planning and resource management to achieve financial goals and security
- **Principle 2:** Universal: saving vs. spending, investment concepts; Cultural: specific financial practices, wealth management traditions
- **Principle 3:** Connects to Cognitive domain (planning and decision-making), Temporal domain (future orientation), Social domain (economic institutions)","- **EconomicPlanner** (Entity): Person making strategic financial and resource decisions - **FinancialResources** (Entity): Money, assets, and economic capabilities available - **BudgetingProcesses** (Process): Systematic planning of income and expenditure - **InvestmentDecisions** (Process): Choices about allocating resources for future returns - **SpendingChoices** (Process): Decisions about immediate resource consumption - **EconomicGoals** (Entity): Intended financial outcomes and achievements - **FinancialRisks** (Entity): Potential threats to economic security or success - **ResourceAllocation** (Process): Distribution of available resources across uses - **FinancialStrategies** (Process): Long-term approaches to economic management - **WealthManagement** (Process): Systematic approach to building and preserving assets",
Social,Economic and Commercial Practices,Business Operations and Entrepreneurial Activities,"In this scenario, an #Entrepreneur establishes and operates #BusinessVentures, developing #BusinessModels and implementing #OperationalSystems to deliver #MarketOfferings. The entrepreneur manages #BusinessRisks, pursues #ProfitGeneration, and adapts to #CompetitiveEnvironments while building #CustomerRelationships.

**Key Cognitive Principles Demonstrated:**

- **Principle 1:** Humans understand business as systematic value creation through organized operations that serve market needs while generating profit
- **Principle 2:** Universal: profit concepts, customer service; Cultural: specific business practices, entrepreneurial traditions
- **Principle 3:** Connects to Creative domain (innovation), Social domain (customer relationships), Economic domain (value creation)",- **Entrepreneur** (Entity): Person creating and managing business enterprises - **BusinessVentures** (Entity): Commercial enterprises created to generate value and profit - **BusinessModels** (Entity): Systematic approaches to creating and capturing value - **OperationalSystems** (Entity): Organized processes for delivering products or services - **MarketOfferings** (Entity): Products or services provided to customers - **BusinessRisks** (Entity): Potential threats to business success and profitability - **ProfitGeneration** (Process): Creation of financial returns from business operations - **CompetitiveEnvironments** (State): Market conditions with competing businesses - **CustomerRelationships** (Relation): Connections between businesses and their clients,
Social,Governance and Law,Legal Systems and Regulatory Frameworks,"In this scenario, a #LegalParticipant operates within #LegalSystems governed by #Laws and #Regulations, understanding #LegalObligations and #RegulatoryRequirements. The participant seeks #LegalCompliance while navigating #JuridicalProcesses and understanding #LegalConsequences of actions and decisions.

**Key Cognitive Principles Demonstrated:**

- **Principle 1:** Humans understand society as governed by formal rule systems that create obligations, rights, and consequences for behavior
- **Principle 2:** Universal: rule-following, consequence concepts; Cultural: specific legal traditions, regulatory approaches
- **Principle 3:** Connects to Moral domain (rule-based ethics), Social domain (authority systems), Cognitive domain (rule understanding)","- **LegalParticipant** (Entity): Person operating within formal legal and regulatory systems - **LegalSystems** (Entity): Formal frameworks of laws, courts, and legal institutions - **Laws** (Entity): Formal rules established by governmental authority - **Regulations** (Entity): Detailed rules implementing broader legal principles - **LegalObligations** (Entity): Duties and requirements imposed by legal systems - **RegulatoryRequirements** (Entity): Specific compliance standards and procedures - **LegalCompliance** (Process): Adherence to laws and regulatory requirements - **JuridicalProcesses** (Process): Formal procedures for legal decision-making and enforcement - **LegalConsequences** (Entity): Results and penalties for legal violations or compliance",
Social,Governance and Law,Political Authority and Democratic Processes,"In this scenario, a #Citizen participates in #PoliticalProcesses within #GovernmentalSystems, exercising #PoliticalRights through #DemocraticParticipation such as #Voting and #CivicEngagement. The citizen interacts with #PoliticalAuthorities and influences #PolicyDecisions through #RepresentativeProcesses.

**Key Cognitive Principles Demonstrated:**

- **Principle 1:** Humans understand governance as involving collective decision-making through political processes where authority derives from popular participation
- **Principle 2:** Universal: authority concepts, collective decision-making; Cultural: specific democratic traditions, political participation forms
- **Principle 3:** Connects to Social domain (collective action), Moral domain (political obligation), Cultural domain (civic traditions)",- **Citizen** (Entity): Person with rights and obligations within political systems - **PoliticalProcesses** (Process): Systematic procedures for collective decision-making and governance - **GovernmentalSystems** (Entity): Formal structures for exercising political authority - **PoliticalRights** (Entity): Entitlements to participate in political processes - **DemocraticParticipation** (Process): Active involvement in democratic decision-making - **Voting** (Process): Formal selection of representatives or policies - **CivicEngagement** (Process): Broader participation in community and political life - **PoliticalAuthorities** (Entity): People holding formal governmental power - **PolicyDecisions** (Entity): Formal choices about public issues and resource allocation - **RepresentativeProcesses** (Process): Systems where citizens influence governance through elected representatives,
Social,Governance and Law,Justice Administration and Conflict Resolution,"In this scenario, a #JusticeSeeker uses #LegalInstitutions to address #LegalDisputes through #ConflictResolution processes, seeking #JusticeOutcomes and #FairTreatment. The process involves #LegalProcedures, #EvidencePresentation, and #JudicialDecisionMaking to achieve #DisputeResolution and #LegalRemedies.

**Key Cognitive Principles Demonstrated:**

- **Principle 1:** Humans understand justice systems as formal mechanisms for resolving conflicts and ensuring fair treatment through impartial procedures
- **Principle 2:** Universal: fairness concepts, impartial judgment; Cultural: specific justice traditions, dispute resolution methods
- **Principle 3:** Connects to Moral domain (justice concepts), Social domain (conflict resolution), Cognitive domain (evidence evaluation)","- **JusticeSeeker** (Entity): Person seeking legal resolution of disputes or conflicts - **LegalInstitutions** (Entity): Formal systems for administering justice (courts, tribunals) - **LegalDisputes** (Entity): Conflicts requiring formal legal resolution - **ConflictResolution** (Process): Systematic approaches to resolving disputes - **JusticeOutcomes** (Entity): Results that satisfy legal and moral standards of fairness - **FairTreatment** (Quality): Equal and impartial handling according to legal standards - **LegalProcedures** (Process): Formal steps in judicial decision-making - **EvidencePresentation** (Process): Systematic presentation of facts and information - **JudicialDecisionMaking** (Process): Formal determination of legal outcomes - **DisputeResolution** (State): Successful conclusion of legal conflicts - **LegalRemedies** (Entity): Formal solutions or compensation for legal violations",
Social,Group Dynamics and Collective Behavior,Group Formation and Membership Dynamics,"In this scenario, #Individuals form #SocialGroups through #GroupFormation processes, establishing #GroupMembership and developing #GroupIdentity. Members navigate #InclusionProcesses and #ExclusionMechanisms while building #GroupCohesion and establishing #MembershipCriteria that define #GroupBoundaries.

**Key Cognitive Principles Demonstrated:**

- **Principle 1:** Humans naturally form groups with defined memberships, creating in-group identity and establishing boundaries between members and non-members
- **Principle 2:** Universal: group belonging needs, in-group/out-group distinctions; Cultural: specific group formation traditions, membership criteria
- **Principle 3:** Connects to Psychological domain (identity needs), Social domain (belonging), Cultural domain (group traditions)",- **Individuals** (Entity): People potentially forming or joining social groups - **SocialGroups** (Entity): Collections of people with shared identity and purposes - **GroupFormation** (Process): Development of organized collectives from individual relationships - **GroupMembership** (State): Belonging to and being recognized as part of a group - **GroupIdentity** (Entity): Shared sense of collective self and group characteristics - **InclusionProcesses** (Process): Mechanisms for bringing new people into groups - **ExclusionMechanisms** (Process): Processes that keep certain people out of groups - **GroupCohesion** (Quality): Strength of bonds and unity within groups - **MembershipCriteria** (Entity): Standards and requirements for group belonging - **GroupBoundaries** (State): Distinctions between group members and non-members,
Social,Group Dynamics and Collective Behavior,Leadership and Influence Patterns,"In this scenario, #GroupLeaders emerge within #SocialCollectives and exercise #LeadershipInfluence through #InfluenceProcesses, making #GroupDecisions and directing #CollectiveActions. Leaders demonstrate #AuthorityPatterns and #InfluenceStrategies while managing #FollowerBehavior and maintaining #GroupDirection.

**Key Cognitive Principles Demonstrated:**

- **Principle 1:** Humans organize groups through leadership structures where certain individuals guide collective decisions and coordinate group actions
- **Principle 2:** Universal: leadership recognition, authority acceptance; Cultural: specific leadership styles, authority legitimation methods
- **Principle 3:** Connects to Social domain (authority structures), Cognitive domain (decision-making), Psychological domain (influence processes)",- **GroupLeaders** (Entity): People who guide and direct group activities - **SocialCollectives** (Entity): Organized groups capable of coordinated action - **LeadershipInfluence** (Process): Exercise of guidance and direction over group members - **InfluenceProcesses** (Process): Methods through which leaders affect group behavior - **GroupDecisions** (Entity): Choices made on behalf of or by the collective - **CollectiveActions** (Process): Coordinated activities undertaken by groups - **AuthorityPatterns** (State): Recognized structures of legitimate influence - **InfluenceStrategies** (Process): Approaches leaders use to guide group behavior - **FollowerBehavior** (Process): Responses of group members to leadership - **GroupDirection** (Entity): Overall goals and purposes guiding collective activity,
Social,Group Dynamics and Collective Behavior,Collective Action and Mass Behavior,"In this scenario, #MassParticipants engage in #CollectiveBehavior and #CrowdDynamics, participating in #MassMovements and #CollectiveActions that demonstrate #GroupMomentum and #SocialContagion. The behavior involves #EmergentProperties and #CollectiveEmotions that create #MassMobilization beyond individual intentions.

**Key Cognitive Principles Demonstrated:**

- **Principle 1:** Humans in large groups exhibit emergent behaviors and emotional contagion that creates collective action exceeding individual motivations
- **Principle 2:** Universal: crowd psychology, emotional contagion; Cultural: specific mass behavior traditions, collective action forms
- **Principle 3:** Connects to Psychological domain (emotional contagion), Temporal domain (momentum building), Social domain (mass coordination)",- **MassParticipants** (Entity): People involved in large-scale collective behaviors - **CollectiveBehavior** (Process): Coordinated actions involving many people simultaneously - **CrowdDynamics** (Process): Patterns of behavior specific to large group settings - **MassMovements** (Entity): Large-scale organized efforts involving many participants - **CollectiveActions** (Process): Coordinated group activities directed toward shared goals - **GroupMomentum** (Quality): Building energy and direction in collective behavior - **SocialContagion** (Process): Spread of behaviors and emotions through groups - **EmergentProperties** (Quality): Group characteristics not present in individuals alone - **CollectiveEmotions** (Entity): Shared emotional states in group settings - **MassMobilization** (Process): Large-scale coordination of people for collective action,
Social,Institutions and Organizations,Organizational Structure and Hierarchical Relationships,"In this scenario, an #OrganizationalMember participates in #FormalStructures with defined #HierarchicalLevels, #AuthorityRelationships, and #OrganizationalRoles. The member navigates #ReportingStructures, understands #PowerDistribution, and operates within #InstitutionalFrameworks that govern #OrganizationalBehavior.

**Key Cognitive Principles Demonstrated:**

- **Principle 1:** Humans understand organizations as structured systems with hierarchies, defined roles, and formal authority relationships
- **Principle 2:** Universal: hierarchy concepts, authority recognition; Cultural: specific organizational forms, power distance preferences
- **Principle 3:** Connects to Social domain (power relationships), Cognitive domain (system understanding), Cultural domain (institutional traditions)",- **OrganizationalMember** (Entity): Person participating in formal organizational structures - **FormalStructures** (Entity): Official organizational arrangements and systems - **HierarchicalLevels** (State): Different ranks or positions within organizational hierarchy - **AuthorityRelationships** (Relation): Power connections between different organizational positions - **OrganizationalRoles** (Entity): Defined positions with specific responsibilities - **ReportingStructures** (Entity): Formal chains of accountability and communication - **PowerDistribution** (State): Allocation of decision-making authority across organization - **InstitutionalFrameworks** (Entity): Formal rules and procedures governing organization - **OrganizationalBehavior** (Process): Actions and interactions within institutional settings,
Social,Institutions and Organizations,Institutional Functions and Service Delivery,"In this scenario, an #InstitutionalProvider delivers #OrganizationalServices to #ServiceRecipients through #ServiceDelivery processes, using #InstitutionalResources and following #OperationalProcedures. The provider fulfills #InstitutionalMandates and achieves #OrganizationalGoals through systematic #ServiceProvision.

**Key Cognitive Principles Demonstrated:**

- **Principle 1:** Humans understand institutions as systems designed to provide specific services or functions to meet societal needs
- **Principle 2:** Universal: service provision concepts, institutional purposes; Cultural: specific institutional forms, service expectations
- **Principle 3:** Connects to Economic domain (resource allocation), Social domain (service relationships), Functional thinking (purpose-oriented systems)",- **InstitutionalProvider** (Entity): Person or organization delivering services through institutional frameworks - **OrganizationalServices** (Entity): Specific functions or benefits provided by institutions - **ServiceRecipients** (Entity): People receiving services from institutional providers - **ServiceDelivery** (Process): Systematic provision of services to recipients - **InstitutionalResources** (Entity): Assets and capabilities available to organizations - **OperationalProcedures** (Process): Standardized methods for delivering services - **InstitutionalMandates** (Entity): Official purposes and responsibilities of organizations - **OrganizationalGoals** (Entity): Intended outcomes and achievements of institutional activity - **ServiceProvision** (Process): Overall system of delivering services to meet needs,
Social,Institutions and Organizations,Organizational Change and Institutional Evolution,"In this scenario, an #ChangeAgent initiates #OrganizationalReforms to address #InstitutionalChallenges, implementing #StructuralChanges and #ProcessImprovements. The agent manages #ChangeResistance and facilitates #InstitutionalAdaptation to new #EnvironmentalDemands and #OrganizationalNeeds.

**Key Cognitive Principles Demonstrated:**

- **Principle 1:** Humans understand institutions as adaptive systems that must evolve to remain effective in changing environments
- **Principle 2:** Universal: adaptation needs, change resistance; Cultural: specific change approaches, institutional reform traditions
- **Principle 3:** Connects to Temporal domain (change over time), Cognitive domain (adaptation planning), Social domain (collective change)",- **ChangeAgent** (Entity): Person initiating and managing organizational transformation - **OrganizationalReforms** (Process): Systematic changes to improve institutional effectiveness - **InstitutionalChallenges** (Entity): Problems or difficulties facing organizations - **StructuralChanges** (Process): Modifications to organizational arrangements and hierarchies - **ProcessImprovements** (Process): Enhancements to operational procedures and methods - **ChangeResistance** (Process): Opposition to proposed organizational modifications - **InstitutionalAdaptation** (Process): Organizational adjustment to new conditions - **EnvironmentalDemands** (Entity): External pressures requiring organizational response - **OrganizationalNeeds** (Entity): Internal requirements for improved institutional functioning,
Social,Social Interaction and Relationships,Interpersonal Communication and Social Exchange,"In this scenario, a #Communicator engages in #SocialInteractions with #SocialPartners through #InterpersonalCommunication, exchanging #SocialInformation and building #SocialConnections. The communicator uses #CommunicationSkills to navigate #SocialDynamics and develop #RelationshipBonds through #SocialExchange processes.

**Key Cognitive Principles Demonstrated:**

- **Principle 1:** Humans engage in reciprocal communication that builds relationships through information sharing and emotional connection
- **Principle 2:** Universal: turn-taking, reciprocity in interaction; Cultural: specific communication styles, relationship norms
- **Principle 3:** Connects to Representational domain (communication systems), Psychological domain (emotional connections), Cultural domain (interaction norms)",- **Communicator** (Entity): Person actively engaging in social interaction - **SocialInteractions** (Process): Exchanges between people involving communication and connection - **SocialPartners** (Entity): Other people involved in interpersonal exchanges - **InterpersonalCommunication** (Process): Direct communication between individuals - **SocialInformation** (Entity): Content shared in social interactions - **SocialConnections** (Relation): Bonds and relationships formed through interaction - **CommunicationSkills** (Entity): Abilities that facilitate effective social interaction - **SocialDynamics** (Process): Patterns and flows of social interaction - **RelationshipBonds** (Relation): Emotional and social ties between people - **SocialExchange** (Process): Reciprocal giving and receiving in relationships,
Social,Social Interaction and Relationships,Relationship Formation and Maintenance,"In this scenario, a #RelationshipBuilder initiates and maintains #SocialRelationships through #RelationshipDevelopment processes, investing #SocialEffort and providing #EmotionalSupport to create #IntimacyLevels and #TrustBuilding. The builder manages #RelationshipChallenges and engages in #RelationshipMaintenance activities.

**Key Cognitive Principles Demonstrated:**

- **Principle 1:** Humans understand relationships as requiring ongoing investment, trust development, and mutual support to maintain connection
- **Principle 2:** Universal: trust development, emotional support needs; Cultural: specific relationship expectations, intimacy norms
- **Principle 3:** Connects to Psychological domain (emotional bonds), Temporal domain (relationship development), Moral domain (loyalty and commitment)","- **RelationshipBuilder** (Entity): Person actively creating and maintaining social relationships - **SocialRelationships** (Entity): Ongoing connections between people with mutual significance - **RelationshipDevelopment** (Process): Progressive deepening of social connections - **SocialEffort** (Entity): Time and energy invested in relationship building - **EmotionalSupport** (Process): Providing care, understanding, and encouragement - **IntimacyLevels** (Quality): Degrees of closeness and personal connection - **TrustBuilding** (Process): Development of confidence and reliability in relationships - **RelationshipChallenges** (Entity): Difficulties and conflicts that test relationships - **RelationshipMaintenance** (Process): Ongoing activities to preserve and strengthen connections",
Social,Social Interaction and Relationships,Social Networks and Community Formation,"In this scenario, a #NetworkParticipant develops #SocialNetworks through #CommunityBuilding activities, connecting with #CommunityMembers and fostering #CollectiveBonds. The participant contributes to #SharedActivities and #GroupCohesion while maintaining #NetworkConnections across #SocialCircles.

**Key Cognitive Principles Demonstrated:**

- **Principle 1:** Humans form interconnected social networks that create communities through shared activities and collective identity
- **Principle 2:** Universal: group formation, network effects; Cultural: specific community traditions, social organization patterns
- **Principle 3:** Connects to Group dynamics (collective behavior), Cultural domain (community traditions), Spatial domain (social geography)",- **NetworkParticipant** (Entity): Person actively building and maintaining social networks - **SocialNetworks** (Entity): Interconnected webs of social relationships - **CommunityBuilding** (Process): Activities that create and strengthen group connections - **CommunityMembers** (Entity): People belonging to shared social groups - **CollectiveBonds** (Relation): Connections that unite groups of people - **SharedActivities** (Process): Common pursuits that bring people together - **GroupCohesion** (Quality): Strength of unity and connection within groups - **NetworkConnections** (Relation): Links between individuals across social networks - **SocialCircles** (Entity): Distinct groups of connected people,
Social,Social Roles and Identities,Role Recognition and Social Positioning,"In this scenario, a #SocialActor recognizes different #SocialRoles within #SocialContexts and understands #RoleExpectations associated with various #SocialPositions. The actor identifies #StatusMarkers and #IdentityIndicators that signal role membership and adjusts #SocialBehavior accordingly to match #RoleRequirements.

**Key Cognitive Principles Demonstrated:**

- **Principle 1:** Humans automatically categorize others into social roles and adjust interaction patterns based on perceived status and position
- **Principle 2:** Universal: age-based roles, authority recognition; Cultural: specific role categories, status symbols, professional hierarchies
- **Principle 3:** Connects to Cognitive domain (categorization), Cultural domain (social knowledge), Psychological domain (identity formation)",- **SocialActor** (Entity): Person navigating and responding to social role systems - **SocialRoles** (Entity): Defined positions with associated behaviors and expectations - **SocialContexts** (Entity): Situations where role-based interactions occur - **RoleExpectations** (Entity): Behavioral standards associated with specific positions - **SocialPositions** (State): Relative standings within social hierarchies - **StatusMarkers** (Entity): Visible indicators of social position or role - **IdentityIndicators** (Entity): Signs that communicate role membership or social identity - **SocialBehavior** (Process): Actions adjusted to fit social role requirements - **RoleRequirements** (Entity): Obligations and behaviors expected of role occupants,
Social,Social Roles and Identities,Identity Formation and Social Categorization,"In this scenario, an #Individual develops #PersonalIdentity through #IdentityFormation processes, integrating #SocialCategories and #GroupMemberships into #SelfConcept. The individual navigates #IdentityConflicts between different roles and manages #IdentityExpression across various #SocialSituations.

**Key Cognitive Principles Demonstrated:**

- **Principle 1:** Humans construct personal identity by integrating multiple social categories and group memberships into coherent self-understanding
- **Principle 2:** Universal: self-categorization, group belonging needs; Cultural: specific identity categories, cultural identity importance
- **Principle 3:** Connects to Psychological domain (self-concept), Cultural domain (identity categories), Cognitive domain (self-knowledge)",- **Individual** (Entity): Person developing and expressing social identity - **PersonalIdentity** (State): Integrated sense of self incorporating social categories - **IdentityFormation** (Process): Development of coherent self-concept over time - **SocialCategories** (Entity): Socially recognized groups or classifications - **GroupMemberships** (State): Belonging to specific social groups or communities - **SelfConcept** (Entity): Individual's understanding of their own identity - **IdentityConflicts** (Process): Tensions between competing identity aspects - **IdentityExpression** (Process): Communication of identity through behavior and appearance - **SocialSituations** (Entity): Contexts requiring different aspects of identity presentation,
Social,Social Roles and Identities,Role Transitions and Status Changes,"In this scenario, a #RoleTransitioner moves between different #LifeStages or #SocialPositions through #RoleTransitions, learning new #RoleSkills and adapting to changed #SocialExpectations. The process involves #StatusPassage ceremonies and #RoleAdjustment to new #SocialDemands and #IdentityChanges.

**Key Cognitive Principles Demonstrated:**

- **Principle 1:** Humans understand social roles as dynamic positions that change over time through predictable transitions marked by ceremonies and learning processes
- **Principle 2:** Universal: age-based transitions, life stage progression; Cultural: specific transition ceremonies, role change customs
- **Principle 3:** Connects to Temporal domain (life progression), Cultural domain (transition rituals), Cognitive domain (learning new behaviors)",- **RoleTransitioner** (Entity): Person moving between different social roles or positions - **LifeStages** (State): Age-based phases with associated social roles - **SocialPositions** (State): Specific standings within social structures - **RoleTransitions** (Process): Changes from one social role to another - **RoleSkills** (Entity): Abilities and knowledge required for specific roles - **SocialExpectations** (Entity): Behavioral standards for new roles - **StatusPassage** (Process): Formal or informal ceremonies marking role changes - **RoleAdjustment** (Process): Adaptation to requirements of new social positions - **SocialDemands** (Entity): Requirements and pressures of new roles - **IdentityChanges** (Process): Modifications to self-concept during role transitions,
Space-Time,Change over Time,Process Development and Gradual Transformation,"In this scenario, a #ChangeObserver monitors #DevelopmentalProcesses and #GradualChanges in #EvolvingSystems, tracking #ProgressionStages and #TransformationPhases. The observer recognizes #ChangePatterns and #DevelopmentalTrends while understanding #ProcessContinuity and #EvolutionarySequences.

**Key Cognitive Principles Demonstrated:**

- **Principle 1:** Humans understand change as occurring through gradual developmental processes with recognizable stages and patterns
- **Principle 2:** Universal: development concepts, gradual change; Cultural: specific developmental models, change understanding traditions
- **Principle 3:** Connects to Biological domain (developmental processes), Temporal domain (sequential change), Cognitive domain (pattern recognition)","- **ChangeObserver** (Entity): Person monitoring and understanding processes of change over time - **DevelopmentalProcesses** (Process): Systematic changes that occur through stages over time - **GradualChanges** (Process): Slow, incremental alterations that accumulate over time - **EvolvingSystems** (Entity): Systems, organisms, or entities undergoing change - **ProgressionStages** (State): Distinct phases in developmental or change processes - **TransformationPhases** (State): Periods of significant alteration within change processes - **ChangePatterns** (State): Recognizable regularities in how change occurs - **DevelopmentalTrends** (State): Directional tendencies in ongoing change processes - **ProcessContinuity** (Quality): Unbroken connection between sequential change stages - **EvolutionarySequences** (Entity): Ordered progressions of change over extended time periods",
Space-Time,Change over Time,Cyclical Changes and Recurring Transformations,"In this scenario, a #CycleTracker identifies #CyclicalChanges and #RecurringTransformations in #CyclicalSystems, monitoring #ChangeRhythms and #TransformationCycles. The tracker recognizes #PeriodicVariations and #CyclicalTrends while understanding #TemporalRecurrence and #CyclicalPredictability.

**Key Cognitive Principles Demonstrated:**

- **Principle 1:** Humans recognize that many changes follow cyclical patterns that repeat over time, enabling prediction and preparation
- **Principle 2:** Universal: cyclical change concepts, seasonal awareness; Cultural: specific cyclical traditions, temporal cycle knowledge
- **Principle 3:** Connects to Natural domain (seasonal cycles), Temporal domain (cyclical time), Biological domain (biological rhythms)","- **CycleTracker** (Entity): Person identifying and monitoring cyclical patterns of change - **CyclicalChanges** (Process): Changes that repeat in regular patterns over time - **RecurringTransformations** (Process): Transformations that happen repeatedly according to cycles - **CyclicalSystems** (Entity): Systems that undergo regular, repeating changes - **ChangeRhythms** (State): Temporal patterns in the timing of changes - **TransformationCycles** (Entity): Complete sequences of cyclical change - **PeriodicVariations** (Quality): Regular alterations that occur within cycles - **CyclicalTrends** (State): Directional tendencies within repeating change patterns - **TemporalRecurrence** (Quality): Regularity of cyclical change timing - **CyclicalPredictability** (Quality): Ability to anticipate future changes based on cyclical patterns",
